id,locality,postalCode,state,streetAddress,geoCoordinates,operatorId,operatorName
VgV32k0dGJrjYoC8sitDcj_zZoHslB_wlAaEIJKQXMc,Hamburg,20355,Hamburg,Tiergartenstraße,"[9.986647,53.562177]",DE455,Hamburg Messe und Congress GmbH
VmoVFJrxWLwaPKIJoaOhOo3yjGt1bchWkbV3YlyH9_Q,Hamburg,20459,Hamburg,Neuer Steinweg 1,"[9.979475,53.550382]",DEHHM,Hamburger Energiewerke
VofehmiwwIgPMiAD1Dp52LW7-7JwLt-SuXMzlc-OP5U,Hamburg,22459,Hamburg,Paul-Sorge-Str. 9,"[9.951725,53.623]",DEAPC,E.ON Drive
Vsfe6feaYHHZo-rZEKfd7AGzKwyRGnzXjseyIFcM9_w,Hamburg,22309,Hamburg,Steilshooper Allee 5-7,"[10.0461,53.60836]",DE2GO,EWEGo
Vu1fhQ_M1uHWQ8zPwqgqPk82ux6srmwZofpit1crDaY,Hamburg,22175,Hamburg,Thomas-Mann-Straße 13,"[10.115032,53.62797]",DEHHM,Hamburger Energiewerke
VuYLmziTpMXgUGqCi1QMCch3VgzdLNEpUatUg5_kR2U,Hamburg,22395,Hamburg,Volksdorfer Damm 252,"[10.129244,53.671001]",DEHHM,Hamburger Energiewerke
VxCgJ8vImm20vUVFyYGYXW-Fx1qhBzFCHT4SG3VVkyI,Hamburg,22089,Hamburg,Schellingstraße 23,"[10.047905,53.569286]",DEHHM,Hamburger Energiewerke
Vy6dQ-ZGx0smqStRl8hDFknBVR2Sc81Je0X-r7_E9nA,Hamburg,20457,Hamburg,Stockmeyerstraße 41,"[10.007467,53.544242]",DEENC,enercity
VzPpLq_Hvu7bBoEzYbRWTwGRtc-XKNGLEsZcDZbCxdE,Hamburg,22043,Hamburg,Barsbütteler Straße 43,"[10.14322,53.57074]",DEJEG,Jolt Energy
W-aduQSpsxO3_bIl0h2-NW2Bv9DI5v7RXJCNXxBuDi4,Hamburg,22045,Hamburg,Charlottenburger Str. 63,"[10.138642,53.581882]",DEGCE,Volkswagen
W4RCe1x2HXWPBTwFRQ-FGSQknHKv4NwsMgq3WFldQv8,Hamburg,22297,Hamburg,Alsterkrugchaussee 277,"[9.998803,53.613153]",DEWLN,Wirelane
WFVR2hhSlMHzDpJHZbxz3HJLtOoY78wlpmbTzXXmRZ0,Hamburg,22305,Hamburg,Poppenhusenstraße 2,"[10.043033,53.585581]",DEHHM,Hamburger Energiewerke
WGlrZfxdZEDvr-pJU22pO1ab-IqrtecshcgVKPv-wh4,Hamburg,22765,Hamburg,Präsident-Krahn-Straße 17,"[9.936155,53.554145]",DEHHM,Hamburger Energiewerke
WHJw_9hjKMBGaVyPg0gI1lOs5GATpvCVxqm-m-Rtb5M,Hamburg,20251,Hamburg,Lehmweg 51,"[9.98096,53.58405]",DEEZE,eze.network GmbH
WItB7ZNfpowQFG02epSBEb8y2WSNzkMnZgqlqw3BuVU,Hamburg,21035,Hamburg,Weidenbaumsweg  105,"[10.201718,53.483438]",DEONE,reev GmbH
WOZIh4rvX0ETjL45nSeBdZJlKCLla1V_HDMH0Zp3erA,Hamburg,22111,Hamburg,Meurerweg 30,"[10.086396,53.553604]",DEHHM,Hamburger Energiewerke
WU-2dghx776puqrTJy1Ctc7hl64vioF__zaPgsftyR8,Hamburg,22763,Hamburg,Griegstraße 69,"[9.909516,53.555299]",DEGCE,Volkswagen
W_Xdf2ab89_p6UV_oggwa2VyOB8Abo6IOh65_gpo5ac,Hamburg,22399,Hamburg,Tegelsbarg 33,"[10.061169,53.654551]",DEHHM,Hamburger Energiewerke
Wb0wa2ZKJ35jhkf79eBNiuVOR5cjKKa8yzWSeJRf67c,Hamburg,20095,Hamburg,Schauenburgerstraße 45,"[9.993485,53.549463]",DEHHM,Hamburger Energiewerke
WcQXG_txD-T3W67NsiA5I-5JBZNhDOXznmHpENEcGyI,Hamburg,20149,Hamburg,Isestraße 143,"[9.9929,53.58401]",DEEZE,eze.network GmbH
WdYi660GpHicDSQVJaGhyl6yE0tBDmSjrCmtXh8cdNw,Hamburg,20457,Hamburg,Am Kaiserkai 53,"[9.98739,53.54129]",DEHHM,Hamburger Energiewerke
WeSOnl40Equ_Vkyi5PxAL42HIbBbgUR3uKzlcmiBMms,Hamburg,22529,Hamburg,Troplowitzstrasse,"[9.962725,53.584153]",DEDES,Total Energies
WefvjmcVItTL95WDk-jyu70KoIAkeoOL2RsCkF2OFk0,Hamburg,22359,Hamburg,Wiesenhöfen 4,"[10.16744,53.64878]",DEHHM,Hamburger Energiewerke
Wf9fctfeZ7kDFVaA16q4v8AvZwc8AhUOaryZxdWANLE,Hamburg,22049,Hamburg,Dithmarscher Straße 9,"[10.059478,53.57729]",DEHHM,Hamburger Energiewerke
WfL-jhEeSqZcc_vCZwW_YRh1mKvSJ8RtIdrfv1RU4EI,Hamburg,22041,Hamburg,Wandsbeker Zollstr.  148,"[10.08539,53.577248]",DEHHM,Hamburger Energiewerke
WhF3nNmytV4cSIpoWvHOBsPqst6kfJl75PNWIRFXL4Q,Hamburg,20146,Hamburg,Bundesstraße 35,"[9.978813,53.566112]",DEHHM,Hamburger Energiewerke
Wibnw5k3ZdR03ptRdOo44wWW027DSQgpeqm8Q6_e004,Hamburg,20459,Hamburg,Stubbenhuk 7,"[9.9808,53.54486]",DEEZE,eze.network GmbH
WijP10zIz45zuU4f6U6ANQGaHUZjxgpuoUFSI6jaNtI,Hamburg,22457,Hamburg,Modering 11,"[9.920353,53.637203]",DEBDO,Lichtblick
WncL1v6-FCRnK1zGEwl7fBmizDygmMV9MSV-EeEj-P0,Hamburg,22049,Hamburg,Stormarner Straße 44,"[10.063799,53.578339]",DEHHM,Hamburger Energiewerke
X-EWQ9qYjqByE6ZSLpHZlFE0n51MSBfpY88saHx7v_A,Hamburg,22335,Hamburg,LH Basis G461,"[9.980379,53.619111]",DEVAT,Vattenfall
X69zKboLVGqbk0xFLzk7xkqxNQRdHDlDRGzUtxJ6zWk,Hamburg,20355,Hamburg,Holstenwall 12,"[9.976922,53.553342]",DEHHM,Hamburger Energiewerke
X6gaktI6Y3gR61GeGiPpFjm3tf5aUySQ1WCSBACqY3E,Hamburg,22397,Hamburg,Farkenwisch 5,"[10.108599,53.708327]",DEHHM,Hamburger Energiewerke
XBWuB-NfJdGbmLcuB7KXzIqUvziS7IZgL_dmHleTLTQ,Hamburg,20535,Hamburg,Bürgerweide 72,"[10.03643,53.55828]",DEHHM,Hamburger Energiewerke
XBlJO9VhurY2BI0eWlnjSQauKcWSztYB9aKCcAxw7a8,Hamburg,20539,Hamburg,Hovestraße 50,"[10.032749,53.522279]",DEHHE,Hamburger Energiewerke GmbH
XEPzDGmvcPxwEUvtVKJj3o_tlHzIs2GUuwhb0VeZPvs,Hamburg,22303,Hamburg,Kaemmererufer 13,"[10.030052,53.585048]",DEHHM,Hamburger Energiewerke
XF8OD98yM1pb_comueSzSDZ2ZQcD_sz_kZe_gxaAOPQ,Hamburg,22335,Hamburg,Ratsmühlendamm 13,"[10.027194,53.626029]",DEHHM,Hamburger Energiewerke
XHehCfVH9f6dnfCzN-maFK-PGXzViM_1nxGisCw9gB0,Hamburg,22453,Hamburg,171 Kollaustraße,"[9.952588,53.611938]",DECPI,ChargePoint Germany GmbH
XJ-lFtinM5n8MXh_sH0qx8Ek8ModiovNmvIBiZHdS-I,Hamburg,22085,Hamburg,Winterhuder Weg 87,"[10.01531,53.57789]",DEEZE,eze.network GmbH
XJQdtidNcymZQhi8VMcPNParZNCO08xbqMT8Iy_9k_0,Hamburg,22455,Hamburg,Wagrierweg 6,"[9.946489,53.640003]",DEHHM,Hamburger Energiewerke
XKs9IciJoWl-Fcz9V8G_OTS8Wvf1_tlYTwRlfMiC3Kc,Hamburg,22763,Hamburg,Elbchaussee 137,"[9.914352,53.546009]",DEHHM,Hamburger Energiewerke
XLkjbDIjP6VsVQ60Ss8rhx7EQ1oZuOG1c5iLLITt348,Hamburg,22309,Hamburg,Fuhlsbüttler Straße 466,"[10.03961,53.60615]",DEEZE,eze.network GmbH
XPR_Qd75iKjeWONXbXMhVCkiopuO2DNGbr5lTWsVwIY,Hamburg,22525,Hamburg,Kieler Straße 499,"[9.92048,53.59701]",DEEBW,EnBW
XUAkcfEzwqzEq9j37R4x4tVMu9fcGVyfKdeZq3yZq90,Hamburg,22309,Hamburg,Schmachthäger Str 8,"[10.04837,53.60373]",DECCH,Comfortcharge
XW6-DS9M_T9cWjfQdz1RzWOEzwMnp8PkXQoUT4brzTc,Hamburg,21147,Hamburg,Rehrstieg 67,"[9.874428,53.480112]",DEHHM,Hamburger Energiewerke
XWNBIxFDVXL9w0mJcgQ8ezmbFVcW64NYYShGlES5BJ4,Hamburg,22761,Hamburg,Stresemannstraße 332,"[9.92733,53.563486]",DEHHM,Hamburger Energiewerke
XWpcwqS11jZEHQOCCZUo-d1gZAftQUuIqZgppimZacE,Hamburg,22523,Hamburg,Halstenbeker Weg 15b,"[9.890077,53.61463]",DEUBI,ubitricity
XYqCqhkByL6l9QTsMAG0-0ogIAIs6gM8IbcKypmrDr0,Hamburg,22589,Hamburg,Sülldorfer Landstraße 208,"[9.79451,53.58072]",DEEZE,eze.network GmbH
X_Dh9w7c7WCzXWp1Lx00RLt2XiSSTR9gvdFRTENh_II,Hamburg,22335,Hamburg,Langenhorner Chaussee 15,"[10.015394,53.636191]",DEHHM,Hamburger Energiewerke
X_pjWc1w76DReq1nGk7ThgdRdrQn8tycQgqd74FdeYc,Hamburg,20359,Hamburg,Neuer Kamp 31,"[9.967405,53.556335]",DE384,EDEKA
XbpoC5njtuEBP4BezJx5cbtOZNx5L7gk19MhD7vaFRo,Hamburg,20144,Hamburg,Grindelberg 66,"[9.977718,53.5753]",DEHHM,Hamburger Energiewerke
Xe9QCgFmWglUgvF99TzHbY2UjfoPytkeHCrHB7t96mU,Hamburg,20257,Hamburg,Pinneberger Weg 2,"[9.94885,53.569931]",DEHHM,Hamburger Energiewerke
XiFrLQr8B0OCgCZQ0gH9_BUihXXborSd7tQpABS_JYc,Hamburg,20148,Hamburg,Rothenbaumchaussee 60,"[9.988565,53.56769]",DEHHM,Hamburger Energiewerke
XkiQHnQU5qY1piiJKwSE316ZiDE-_kLzUtowQE62CWQ,Escheburg,21039,Hamburg,Am Soll 3,"[10.314728,53.471979]",DELMS,LastMileSolutions
XoHLH1_qKwavViAbJMq70WnmeBe7e_o0hKQbEqBpw-k,Hamburg,21033,Hamburg,Friedrich-Frank-Bogen 79,"[10.182942,53.488597]",DEHHM,Hamburger Energiewerke
Y3_KYA0hSTNqZbsY7sZuoyTNooLRU-BC8A66Q6SoWvE,Hamburg,22041,Hamburg,Wandsbeker Zollstr. 148,"[10.08539,53.577248]",DEHHM,Hamburger Energiewerke
YE7qo6SY1SEnWhrPIuJNJRkQeFoGsUO0spgFBX74uec,Hamburg,22301,Hamburg,Wentzelstraße 2,"[10.00517,53.58065]",DEHHM,Hamburger Energiewerke
YGAYBD2hdDajVOErZ5xFnAowyTc6rfRlmVKPX_5SrXQ,Hamburg,21035,Hamburg,Fanny-Leward-Ring 332,"[10.174774,53.476754]",DEHHM,Hamburger Energiewerke
YGNO1Ts1M9DzZWJp-Um9FW_3vfZEwkQnSQGnyjeiDwc,Hamburg,22399,Hamburg,Poppenbütteler Bogen 9b,"[47.11,-47.11]",DE360,team eMobility GmbH
YJUcq5GFnhLeCq9TE5qk9W8Gh4w8K28FkuQnK7cFS9I,Hamburg,22765,Hamburg,Hahnenkamp 4,"[9.93347,53.55334]",DEEZE,eze.network GmbH
YKhb3GYbFFuWel8EGiSzJviOPJ2V3CFzQtM5oBVkbZ8,Hamburg,22337,Hamburg,Friedhofsweg 8,"[10.05822,53.62929]",DEHHM,Hamburger Energiewerke
YM8dMRnwTL-Yp36SpWIH5sUc4hd4mSIymlaiDo5Liv8,Hamburg,21079,Hamburg,Hannoversche Straße 100,"[9.990082,53.452891]",DEDES,Total Energies
YNSt9EhSXYrnszTBDzdDun3zPzB-DtIX84mYFdAfMGA,Hamburg,22459,Hamburg,Tibarg 24,"[9.95122,53.61896]",DESNH,Stromnetz Hamburg GmbH
YNf6szEn8PIiHQEZaIL47VGqAyDQqCsM25AIlWMOSgM,Hamburg,21035,Hamburg,Albert-Gebel-Straße 2,"[10.19404,53.48591]",DEEZE,eze.network GmbH
YNqhsKzjWUOzZcCgI0uQx5oaz3lqdnKFF8TyblyWkVQ,Hamburg,20144,Hamburg,Innocentiastraße 58,"[9.98231,53.57921]",DEHHM,Hamburger Energiewerke
YRuX-63Toc7zRMFlcuNohWsNFOXLwpvlujJ-JwChf5w,Hamburg,20251,Hamburg,Martinistraße 52,"[9.977169,53.589613]",DEAPC,E.ON Drive
YSRqzCHMCZTgQYB5WiNqzIIHpoWix4mEHt_tp12gyC8,Hamburg,20249,Hamburg,Heilwigstraße 2,"[9.996298,53.580799]",DEHHM,Hamburger Energiewerke
YXRSKZRNT93RLNi6pd1V3isZflTJ4BzCUyOifvbUdtI,Hamburg,22299,Hamburg,Alsterdorfer Straße 65,"[9.99678,53.598445]",DEHHM,Hamburger Energiewerke
YeEuqrY_jkHMLwGdu5hu-dN4sdNH237L5TuhWzpDD4Q,Hamburg,22459,Hamburg,Heidlohstraße 11,"[9.92709,53.62902]",DEEZE,eze.network GmbH
YfMalBfBqHsuH6QLSssJati9w-zi_7X5vhMcZl-X3qY,Hamburg,21035,Hamburg,Hackmackbogen 33,"[10.183055,53.4765]",DEWLN,Wirelane
YhtOiT-lMbAio0GMMDdQSWrJqZv3MVedJEXVylXiHGY,Hamburg,22769,Hamburg,Arnkielstraße 2,"[9.952473,53.564032]",DEHHM,Hamburger Energiewerke
Yl_IMyV2XfRxoTtAYPkBi5kgEU_SleuGSjJ1rOV2Tms,Hamburg,21075,Hamburg,Stader Straße 256,"[9.92865,53.47104]",DE2GO,EWEGo
YlbIfz8dgYF6nCoInyM1cshZnnGMoo4FnVdbZ0xN4S4,Hamburg,22525,Hamburg,Försterweg 108,"[9.922791,53.585467]",DEHHM,Hamburger Energiewerke
YmxUEpP5I_GkA_sDHcv42dK1nbyMyRrw2GdKqmodGmc,Hamburg,20355,Hamburg,Jan-Valkenburg-Straße 7,"[9.979389,53.552528]",DEHHM,Hamburger Energiewerke
YqQqqvI1_rjaw_zUhnpw8_JefkJ0GwC-GCdqyHwIMw0,Hamburg,22339,Hamburg,Lademannbogen 27,"[10.03491,53.645408]",DEHHM,Hamburger Energiewerke
Yqthme4j324edZ-SB5siKc-t5yakDxII4jy5XSmWI_8,Hamburg,22301,Hamburg,Moorfuhrtweg 11,"[10.008827,53.585299]",DEHHM,Hamburger Energiewerke
Ys6EES7AN0tIUXuwxeORLB8MSUdjn9oCrUrMzxRXzRY,Hamburg,20099,Hamburg,Steindamm 102,"[10.020093,53.556588]",DEWLN,Wirelane
Ys7dlM8k1jaSkAaMOrxwGhjdRTPFpdhvzJJUatB_RbA,Hamburg,22359,Hamburg,Eulenkrugstraße 190,"[10.18761,53.64428]",DEPFW,Pfalzwerke AG
YwWWE2EysfRPYJbz6137OGrQ94Ymp3rGhy7Uootkrp8,Hamburg,21147,Hamburg,Am Johannisland,"[9.85324,53.47798]",DEWWL,Westfalen Weser Ladeservice GmbH
Yz5Y4sxO-2CBorpinLD334w1GY4p_LGx_UZcctty_pM,Hamburg,20255,Hamburg,Schwenckestraße 42,"[9.94976,53.57719]",DEEZE,eze.network GmbH
Z7Om5jt77PPWPdxoBaEdGtgyFsYv6ERjCz1qZSAUKKU,Hamburg,21075,Hamburg,Bünte 1,"[9.939527,53.457944]",DEWLN,Wirelane
Z894iZ2y0leROZelenCqnVgFmVw3osiP2ifnRoURj7Q,Hamburg,22529,Hamburg,Lokstedter Steindamm 33,"[9.966528,53.595358]",DEHHM,Hamburger Energiewerke
ZBkfF4oCtrQ_m0mqD_fgz_i-oFd6MFjNNMn-Cvou6-c,Hamburg,21035,Hamburg,Am Güterbahnhof 8,"[10.2005,53.48552]",DEEZE,eze.network GmbH
ZDc0Nczkxpmtv2ubJsksTbZuOIbYoIw6WJMExEHfJ_Q,Hamburg,22587,Hamburg,Blankeneser Landstraße 31,"[9.807264,53.564044]",DEHHM,Hamburger Energiewerke
ZIhWVMX__0TFIF3IsVyQEO0rggBC9z8qWYl-dtCY_Vs,Hamburg,22761,Hamburg,Bahrenfelder Chaussee 41,"[9.914673,53.564582]",DELDL,Lidl
ZO61lGawlLrlXZ6GykPesKscwKnZABumlAlyMifYiTE,Hamburg,22525,Hamburg,Warnstedtstraße 10,"[9.93143,53.58377]",DEHHM,Hamburger Energiewerke
ZQljPPyyoVe-tlId8Cg60q0y6hmSbLihhK1-o-aDmxo,Hamburg,22589,Hamburg,Heerbrook 17,"[9.83144,53.57761]",DEWLN,Wirelane
ZR1W-vQe2wVQEJin9XW96ASK6BKNrXkjnzDVeD1UDIU,Hamburg,22083,Hamburg,Weidestraße 90A,"[1.0,1.0]",DE2GO,EWEGo
ZZ7KUfK3RGAZZOcQvGemCN4T_sHNHehLq7Jt3hJgrAk,Hamburg,22609,Hamburg,Heinrich-Plett-Straße 14,"[9.866484,53.567931]",DEHHM,Hamburger Energiewerke
ZemRfQ5xr6chzSzKe3akCrG00_rnQtzqO99nVCQdkfM,Hamburg,22393,Hamburg,Berner Weg 31,"[10.11736,53.64966]",DEWLN,Wirelane
ZgO0abSF4sYqm70fdXL8557d7JGdEdRxDtIXUkTQCJk,Hamburg,22761,Hamburg,Albert-Einstein-Ring 4,"[9.88926,53.57483]",DEHHM,Hamburger Energiewerke
ZhwjosZNezUTNlPCbHv_1OLYJkbTzLpUtzPfFWC9UdQ,Hamburg,21079,Hamburg,Lewenwerder 18,"[10.000779,53.457954]",DEWIS,WISAG Elektrotechnik Holding GmbH & Co. KG
ZiFKKoGzeDy4baN8CkBHngwHwFQzNYLhYkwAuUTF9-U,Hamburg,22305,Hamburg,Fuhlsbüttler Straße 119,"[10.045081,53.589897]",DEHHM,Hamburger Energiewerke
Zm8WjdEcZeFjQU5aDpe9scWHZFt6MQqODrgFhJ8upx8,Hamburg,22765,Hamburg,Felicitas-Kukuck-Straße 8,"[9.937826,53.559246]",DEHHM,Hamburger Energiewerke
ZnT5nA1LK5TjBrx_qGhKObqCZ3BlltiqyGeXoWIplHE,Hamburg,20099,Hamburg,Böckmannstraße 5,"[10.01704,53.55346]",DEHHM,Hamburger Energiewerke
ZoT7TyQmDDNDjeS6-bked75BoBa_2Gmt8cYmgeLuBiQ,Hamburg,22761,Hamburg,Paul-Dessau-Straße 2,"[9.915953,53.563355]",DEHHM,Hamburger Energiewerke
ZolxgSyWlBaWe5oiSTC3305TdNCNT0nWnEOoTMbUDD8,Hamburg,22761,Hamburg,146 Bornkampsweg,"[9.917984,53.569486]",DECPI,ChargePoint Germany GmbH
ZqNxNGvL-xCDeWIL9AfkdoPaKB4g143sulVwmKAOeTk,Hamburg,20537,Hamburg,Eiffestraße 440,"[10.046026,53.552314]",DE2GO,EWEGo
Zr1qgPo_-0Ro8m8MTEEdSLj9CGZjCJZRlRKBQfAS6o4,Hamburg,20095,Hamburg,Johanniswall 6,"[10.00487,53.5489]",DEHHM,Hamburger Energiewerke
Zr3x3dRob9S3pdKK9C4BR5bUzasVRtjp7jqUDBOQvYw,Hamburg,22335,Hamburg,Heschredder 1,"[10.021765,53.627]",DEHHM,Hamburger Energiewerke
Zx2kK0yQGC0IfLhlGg5qjZBVARX4pxlqq2aZg_kgjJA,Hamburg,22399,Hamburg,Harksheider Straße 11,"[10.082451,53.660312]",DEHHM,Hamburger Energiewerke
_63LErixU4Hx6l4Ho4smudMTNNitmv8wpbU_koQZm9c,Hamburg,22083,Hamburg,Beethovenstraße 68,"[10.03121,53.579202]",DEHHM,Hamburger Energiewerke
_AdknbJ962SVDMf0YGvwMACA27pDdooLQBjWvA9IRCs,Hamburg,20539,Hamburg,Lindleystraße 7,"[10.038462,53.534019]",DEHHM,Hamburger Energiewerke
_C7Lo7u5UUiQU5np7u4BrA1hIn0E9LN99BqsDZchLxg,Hamburg,20357,Hamburg,Messeplatz 1,"[9.975372,53.563744]",DE455,Hamburg Messe und Congress GmbH
_GhX4JwJu40o3YkYufcZFSS9GQ6oT2w3PuMpz5Q9ya8,Hamburg,22765,Hamburg,3 Hahnenkamp,"[9.93329,53.55328]",DETNM,Shell Recharge
_ICy9otz3pog5LDjN-i9Ckjyn6siGdMdpQo_KM7k9eY,Hamburg,22547,Hamburg,Spreestraße 8A,"[9.887041,53.6013]",DEHHM,Hamburger Energiewerke
_LzuesxSxdyxCHnnwWdjSDtL2dQCmRe0m6LWfIZsyWQ,Hamburg,22529,Hamburg,Beiersdorfstraße 3,"[9.959686,53.582258]",DEMER,MER
_MvGsFepLfbGcmnU3ieUj87Rc_ixM7ixvRwLJsCILDc,Hamburg,21035,Hamburg,Rahel-Varnhagen-Weg 38,"[10.17926,53.48683]",DEHHM,Hamburger Energiewerke
_RSZgFShfoqahNvR47QrEv-GTFvWlqq2jJ5ZI9CoYBE,Hamburg,22159,Hamburg,Traberweg 2,"[10.101829,53.597641]",DEHHM,Hamburger Energiewerke
_SxIYTgUuPm7CjSo3yXwePBnXYwHgP3H9ap5-l3vM8w,Hamburg,22303,Hamburg,Semperstraße 46,"[10.016495,53.586194]",DEHHM,Hamburger Energiewerke
_ZHwHSW7rGV-Sd_dPWjvnpPvmPoWTSxaPg32vsYAeGk,Hamburg,22299,Hamburg,Ulmenstraße /Grasweg 30,"[10.003444,53.5925]",DEWLN,Wirelane
_ZTR6nvKxHK1RGj4dgY1fNKxOTjP2CW1Rb-7TkggPyc,Hamburg,22761,Hamburg,Gasstraße 22,"[9.91234,53.56114]",DEEZE,eze.network GmbH
__1ZbCe7lJHmc6owPsJzqHrxlqABSVOMB_cD-AMYBRI,Hamburg,22335,Hamburg,LH Basis G256,"[9.98948,53.62168]",DEVAT,Vattenfall
_cEgTZG-2lLN2urq7PRA0QwSRy3Xf-X-JjDRaajnkgk,Hamburg,22607,Hamburg,Baron-Voght-Straße 179,"[9.875113,53.565389]",DENMS,SWN Stadtwerke Neumünster GmbH
_iuzlJA6a9AC12JXE_-TJNGEgemuHVlCBQe4rWaSHEw,Hamburg,21029,Hamburg,August-Bebel-Straße 73,"[10.226995,53.484565]",DEHHM,Hamburger Energiewerke
_jUOV-p8ZVDrFe7PkXA7VqBSDDPo7bskZ5IMSQolOo4,Hamburg,22297,Hamburg,Überseering 2,"[10.0263,53.60171]",DEQRM,Qwello
_l-UnuQJT18U9yUMR4KG4OG9O3XTLv3e9-8lfANrXr0,Hamburg,22767,Hamburg,Bei der Johanniskirche 15,"[9.95406,53.55989]",DEHHM,Hamburger Energiewerke
_lPJLy1iDYWpPCaMWgE_PzIzvFDHZM2WKdx4Stlh58A,Hamburg,22559,Hamburg,Marschweg 3A,"[9.76093,53.58545]",DEEZE,eze.network GmbH
_wNYojrjLjAeFGFt9QeDGDsC1h6aMoswTAa3Qi93P4k,Hamburg,22335,Hamburg,Sportallee 4,"[10.000562,53.614498]",DEWLN,Wirelane
_yzzO0-Gpx1iGku75N1jAzznQanBZdRn-xHkyDP9A6k,Hamburg,22559,Hamburg,Wedeler Landstraße 21,"[9.75966,53.581532]",DEHHM,Hamburger Energiewerke
_zFFmBzXuKoP2ynuhCW0cUa9DmYIG03TByRbro9mv4s,Hamburg,21073,Hamburg,Gerade Straße 24,"[9.982093,53.452835]",DEHHM,Hamburger Energiewerke
a-9-IH6--lE0tzHoMhRKAJ5gdol97TiwUA-9DSN2Fag,Hamburg,22547,Hamburg,Eckhoffplatz 1,"[9.8739,53.5918]",DEKDL,Kaufland
a24ctBQ0sZe2nke20jkc7cf-LSgE-0pKq7YvsNhMXaU,Hamburg,22303,Hamburg,Wiesendamm 120,"[10.023329,53.589475]",DEPOW,MOON POWER GmbH
a6PwZK6Sg6H_JZLBWUz0PoXJc9RXy3ctFbPbnlci3ws,Hamburg,22765,Hamburg,Barnerstraße 41,"[9.92956,53.55644]",DEHHM,Hamburger Energiewerke
a9ouB7x3F1aSZbcvKuLlkeggscyJcHQDbV8RLuOd-Fs,Hamburg,22085,Hamburg,Auguststraße 12,"[10.01356,53.5705]",DEEZE,eze.network GmbH
aCnNXUkovmLDmMo7LY3X-KKe8rHY_7G7RCMP3LGNii4,Hamburg,22117,Hamburg,Honsbergenstraße 5A,"[10.12292,53.54016]",DEHHM,Hamburger Energiewerke
aI-ilrDOo144tyal7WEpZXLv5GBub9WRFxbEsSU3n-4,Hamburg,20535,Hamburg,Chateauneufstraße 2,"[10.056089,53.561851]",DEHHM,Hamburger Energiewerke
aILuzM4anns5R4NMMoowNfkeDieSFkHWmopwpeLX2YE,Hamburg,22525,Hamburg,Kieler Straße 171,"[9.938865,53.574925]",DEWLN,Wirelane
aISd2fcqMcdpLJ7kB6w8qAm7BOMTtKVTFlR554Ra3lI,Hamburg,22337,Hamburg,Rübenkamp 317,"[10.03233,53.6135]",DEHHM,Hamburger Energiewerke
aIWBUxb9GYJ8aUjDVXwtz5ObiNBwsLlF9_MJlcOFu18,Hamburg,21037,Hamburg,Heinrich-Osterath-Straße 256,"[10.139749,53.457978]",DEMDS,Mennekes
aKm9ato9RK8SmIb8XUfjo1izHiNsRWM2Gwxgi9qAZfI,Hamburg,20457,Hamburg,Neue Gröningerstraße 5,"[9.994888,53.546548]",DEHHM,Hamburger Energiewerke
aLWegvTwxd448kMa3sjMgLPKr7shwimK5GQalrIDSWQ,Hamburg,21079,Hamburg,Schneverdinger Weg 1,"[9.99222,53.44064]",DEEZE,eze.network GmbH
aQXONmWYa4AihYllTSWv_-jfWJTuAkX9Ec0K4BH7_tM,Hamburg,21129,Hamburg,Hasselwerder Straße  85,"[9.813448,53.520842]",DEONE,reev GmbH
aZiCkR_s26VABSp-_QwmZSY89XFwmFVOfC1NuOBREp4,Hamburg,22307,Hamburg,Andreas-Knack-Ring 2,"[10.0349,53.604596]",DEHHM,Hamburger Energiewerke
a_dGMEHlwYygOTjeBalLuXUlLEOvX6_qLvIsakByps8,Hamburg,22607,Hamburg,Windmühlenweg 43,"[9.870444,53.568805]",DEWLN,Wirelane
aaF8wZewFnYk6fTftGI_7SWi3m-Bnp-2BYsGzkFTgmc,Hamburg,20459,Hamburg,Eichholz ggü. 43,"[9.973204,53.546252]",DEHHM,Hamburger Energiewerke
aaI8QTDeZTy1bxOKxNRvfSGStO_J8JejEmpr7ydvph8,Hamburg,22085,Hamburg,Hofweg 68,"[10.01518,53.57413]",DEEZE,eze.network GmbH
afOy5_cpsU7icNzMG9HnXx0wgYV6rxo5F8f2xs_B2-o,Hamburg,20354,Hamburg,Gänsemarkt 45,"[9.98873,53.555629]",DETNK,TankE
ajGYLeAK4JHDie1HlwXs7L0DHnKDjkVhwAYj8LISRkg,Hamburg,21109,Hamburg,Krieterstraße 32,"[10.010599,53.497004]",DEHHM,Hamburger Energiewerke
an-ikBRiQmKI3eQWJw8ya12Dv0HnV5v3a8vM9AADDyQ,Hamburg,20097,Hamburg,Sachsenfeld 3,"[10.022235,53.54507]",DEHHM,Hamburger Energiewerke
anRMmYKgN-YJZykNmCDD0MFlb-tTzxjPHQs6uSr2jbg,Hamburg,20249,Hamburg,Schrammsweg 29,"[9.991052,53.590706]",DEHHM,Hamburger Energiewerke
azj5512rPd4j80hKVVjiBOWatq9oKNO1JK8eTWDqqsk,Hamburg,22089,Hamburg,Wielandstraße 1,"[10.054943,53.569376]",DEHHM,Hamburger Energiewerke
b4J0BomdicZzlf-kzV-y2rNMGAc5vxYVgI5Qoc66gbw,Hamburg,21029,Hamburg,Holtenklinker Straße 146,"[10.22933,53.48013]",DEEZE,eze.network GmbH
